1;CRT;1;0;ring;tactile-click;visual
1;CRT;2;0;little;tactile-click;visual
1;CRT;3;0;thumb;tactile-click;visual
1;CRT;4;0;index;tactile-click;visual
1;CRT;5;0;little;tactile-click;visual
1;CRT;6;0;index;tactile-click;visual
1;CRT;7;0;thumb;tactile-click;visual
1;CRT;8;0;little;tactile-click;visual
1;CRT;9;0;index;tactile-click;visual
1;CRT;10;0;little;tactile-click;visual
1;CRT;11;0;index;tactile-click;visual
1;CRT;12;0;middle;tactile-click;visual
1;CRT;13;0;ring;tactile-click;visual
1;CRT;14;0;ring;tactile-click;visual
1;CRT;15;0;middle;tactile-click;visual
1;CRT;16;0;thumb;tactile-click;visual
1;CRT;17;0;ring;tactile-click;visual
1;CRT;18;0;thumb;tactile-click;visual
1;CRT;19;0;middle;tactile-click;visual
1;CRT;20;0;middle;tactile-click;visual
1;CRT;21;0;thumb;tactile-click;visual
1;CRT;22;0;ring;tactile-click;visual
1;CRT;23;0;middle;tactile-click;visual
1;CRT;24;0;little;tactile-click;visual
1;CRT;25;0;index;tactile-click;visual
break;break;break;break;break;break;break
1;CRT;26;0;middle;tactile-click;tactile-click
1;CRT;27;0;little;tactile-click;tactile-click
1;CRT;28;0;ring;tactile-click;tactile-click
1;CRT;29;0;middle;tactile-click;tactile-click
1;CRT;30;0;thumb;tactile-click;tactile-click
1;CRT;31;0;thumb;tactile-click;tactile-click
1;CRT;32;0;ring;tactile-click;tactile-click
1;CRT;33;0;thumb;tactile-click;tactile-click
1;CRT;34;0;ring;tactile-click;tactile-click
1;CRT;35;0;index;tactile-click;tactile-click
1;CRT;36;0;little;tactile-click;tactile-click
1;CRT;37;0;index;tactile-click;tactile-click
1;CRT;38;0;index;tactile-click;tactile-click
1;CRT;39;0;index;tactile-click;tactile-click
1;CRT;40;0;middle;tactile-click;tactile-click
1;CRT;41;0;ring;tactile-click;tactile-click
1;CRT;42;0;little;tactile-click;tactile-click
1;CRT;43;0;middle;tactile-click;tactile-click
1;CRT;44;0;little;tactile-click;tactile-click
1;CRT;45;0;thumb;tactile-click;tactile-click
1;CRT;46;0;index;tactile-click;tactile-click
1;CRT;47;0;thumb;tactile-click;tactile-click
1;CRT;48;0;middle;tactile-click;tactile-click
1;CRT;49;0;ring;tactile-click;tactile-click
1;CRT;50;0;little;tactile-click;tactile-click
break;break;break;break;break;break;break
1;CRT;51;0;ring;visual;tactile-vibration
1;CRT;52;0;little;visual;tactile-vibration
1;CRT;53;0;little;visual;tactile-vibration
1;CRT;54;0;thumb;visual;tactile-vibration
1;CRT;55;0;middle;visual;tactile-vibration
1;CRT;56;0;middle;visual;tactile-vibration
1;CRT;57;0;little;visual;tactile-vibration
1;CRT;58;0;middle;visual;tactile-vibration
1;CRT;59;0;thumb;visual;tactile-vibration
1;CRT;60;0;thumb;visual;tactile-vibration
1;CRT;61;0;little;visual;tactile-vibration
1;CRT;62;0;thumb;visual;tactile-vibration
1;CRT;63;0;thumb;visual;tactile-vibration
1;CRT;64;0;index;visual;tactile-vibration
1;CRT;65;0;little;visual;tactile-vibration
1;CRT;66;0;index;visual;tactile-vibration
1;CRT;67;0;middle;visual;tactile-vibration
1;CRT;68;0;ring;visual;tactile-vibration
1;CRT;69;0;ring;visual;tactile-vibration
1;CRT;70;0;ring;visual;tactile-vibration
1;CRT;71;0;middle;visual;tactile-vibration
1;CRT;72;0;index;visual;tactile-vibration
